listing_id,date
117122,2017-05-21
117122,2017-07-02
117122,2017-07-16
117122,2017-07-30
117122,2017-09-17
117122,2017-10-02
117122,2017-10-08
117122,2017-10-15
117122,2017-11-07
117122,2017-11-12
117122,2017-11-19
117122,2017-11-27
117122,2017-12-16
117122,2018-01-01
117122,2018-03-24
117122,2018-05-13
117122,2018-05-18
117122,2018-05-25
117122,2018-06-04
117122,2018-07-01
117122,2018-07-06
117122,2018-07-09
117122,2018-07-12
117122,2018-07-19
117122,2018-07-22
117122,2018-08-03
117122,2018-09-22
117122,2018-10-13
117122,2018-10-15
117122,2018-10-22
117122,2018-10-28
117122,2018-11-30
117122,2018-12-02
117122,2018-12-09
117122,2019-01-31
117122,2019-03-17
117122,2019-06-09
117122,2019-07-14
117122,2019-07-26
117122,2019-08-04
117122,2019-08-11
117122,2019-09-15
117122,2019-09-20
117122,2019-09-23
117122,2019-09-29
117122,2019-10-28
117122,2019-11-03
146407,2012-09-17
146407,2012-09-19
146407,2013-09-30
146407,2014-07-24
146407,2014-07-26
146407,2014-08-12
146407,2014-08-26
146407,2014-09-08
146407,2014-09-11
146407,2014-09-17
146407,2014-10-29
146407,2015-04-22
146407,2015-07-22
146407,2015-08-04
146407,2015-08-19
146407,2015-08-25
146407,2015-10-24
146407,2017-01-29
146407,2017-02-05
146407,2017-04-22
146407,2017-05-01
146407,2017-05-08
146407,2017-06-17
146407,2017-09-10
146407,2017-09-18
146407,2017-09-21
146407,2017-09-24
146407,2017-09-28
146407,2017-10-01
146407,2017-10-08
146407,2017-10-15
146407,2017-11-08
146407,2017-11-19
146407,2017-11-26
146407,2017-11-30
146407,2017-12-08
146407,2017-12-14
146407,2017-12-17
146407,2018-02-07
146407,2018-02-11
146407,2018-02-25
146407,2018-03-04
146407,2018-03-09
146407,2018-03-18
146407,2018-03-23
146407,2018-04-01
146407,2018-04-06
146407,2018-04-15
146407,2018-04-25
146407,2018-04-29
146407,2018-05-03
146407,2018-06-02
146407,2018-07-08
146407,2018-08-09
146407,2018-09-02
146407,2018-09-06
146407,2018-09-12
146407,2019-01-01
146407,2019-01-21
146407,2019-01-27
146407,2019-03-03
146407,2019-03-31
146407,2019-04-07
146407,2019-04-12
146407,2019-04-28
146407,2019-05-17
146407,2019-06-30
146407,2019-07-04
146407,2019-08-29
176306,2012-11-18
176306,2012-11-20
176306,2013-01-21
176306,2013-02-04
176306,2013-02-08
176306,2013-02-18
176306,2013-08-07
176306,2013-09-02
176306,2013-09-06
176306,2013-09-14
176306,2013-10-29
176306,2013-11-09
176306,2013-11-15
176306,2014-04-03
176306,2014-04-11
176306,2014-06-01
176306,2014-07-02
176306,2014-09-15
176306,2014-10-13
176306,2015-05-18
176306,2015-05-30
176306,2018-07-23
176306,2018-07-27
176306,2018-07-30
176306,2018-08-02
176306,2018-08-10
176306,2018-08-12
176306,2018-10-07
176306,2018-10-11
176306,2018-10-31
176306,2018-11-23
176306,2019-01-20
176306,2019-02-09
176306,2019-06-09
176306,2019-06-23
176306,2019-08-11
176306,2019-12-14
176306,2020-02-21
307634,2017-06-04
307634,2017-06-20
307634,2017-07-02
307634,2017-07-06
307634,2017-07-09
307634,2017-07-13
307634,2017-07-28
307634,2017-09-01
307634,2017-09-10
307634,2018-03-11
307634,2018-04-02
307634,2018-05-26
307634,2018-07-14
307634,2018-07-29
307634,2018-12-20
307634,2019-05-06
307634,2019-05-27
307634,2019-06-03
307634,2019-11-30
307634,2020-02-22
322906,2013-07-20
322906,2013-08-05
322906,2013-08-12
322906,2013-08-21
322906,2013-09-11
322906,2013-09-15
322906,2013-09-16
322906,2013-09-22
322906,2013-09-23
322906,2013-09-25
322906,2013-09-26
322906,2013-10-07
322906,2013-10-19
322906,2013-10-21
322906,2013-10-25
322906,2013-12-02
322906,2013-12-09
322906,2013-12-19
322906,2014-01-27
322906,2014-02-16
322906,2014-02-21
322906,2014-02-28
322906,2014-03-21
322906,2014-03-24
322906,2014-04-01
322906,2014-04-09
322906,2014-04-12
322906,2014-04-22
322906,2014-04-23
322906,2014-05-05
322906,2014-05-12
322906,2014-05-17
322906,2014-05-30
322906,2014-06-12
322906,2014-06-14
322906,2014-06-16
322906,2014-06-23
322906,2014-07-02
322906,2014-07-09
322906,2014-07-14
322906,2014-07-17
322906,2014-07-17
322906,2014-07-22
322906,2014-07-24
322906,2014-08-01
322906,2014-08-11
322906,2014-08-19
322906,2014-08-23
322906,2014-09-07
322906,2014-09-14
322906,2014-09-19
322906,2014-10-10
322906,2014-10-12
322906,2014-10-23
322906,2014-10-26
322906,2014-11-09
322906,2014-12-01
322906,2015-03-26
322906,2015-04-26
322906,2015-06-01
322906,2015-06-07
322906,2015-06-28
322906,2015-07-10
322906,2015-07-18
322906,2015-07-20
322906,2015-07-30
322906,2015-08-07
322906,2015-08-09
322906,2015-09-13
322906,2015-09-17
322906,2015-09-21
322906,2015-09-22
322906,2015-09-24
322906,2015-10-04
322906,2015-10-11
322906,2016-03-04
322906,2016-03-18
322906,2016-08-15
322906,2016-10-27
322906,2018-09-30
341227,2012-04-11
341227,2012-06-25
341227,2012-07-09
341227,2012-11-19
341227,2012-12-11
341227,2012-12-25
341227,2013-01-03
341227,2013-07-22
341227,2014-03-24
341227,2014-05-26
341227,2014-06-02
341227,2014-06-09
341227,2014-08-18
341227,2015-02-25
341227,2015-04-18
341227,2015-05-17
341227,2015-05-27
341227,2015-05-31
341227,2015-07-21
341227,2015-07-26
341227,2015-12-13
341227,2016-01-03
341227,2016-01-10
341227,2016-02-28
341227,2016-07-09
341227,2016-08-29
341227,2016-12-04
341227,2017-01-31
341227,2017-05-01
341227,2017-05-29
341227,2017-06-04
341227,2017-06-25
341227,2017-09-03
341227,2017-09-18
341227,2017-10-01
341227,2017-12-10
341227,2018-03-18
341227,2018-05-27
341227,2018-07-29
341227,2019-02-18
341227,2019-03-17
341227,2019-03-24
341227,2019-03-31
341227,2019-04-07
341227,2019-04-14
341227,2019-04-21
341227,2019-05-03
341227,2019-05-05
341227,2019-05-12
341227,2019-05-15
341227,2019-05-19
341227,2019-05-27
341227,2019-06-11
341227,2019-06-23
341227,2019-07-07
341227,2019-07-12
341227,2019-07-14
341227,2019-07-19
341227,2019-07-26
341227,2019-08-02
341227,2019-08-04
341227,2019-08-11
341227,2019-09-20
341227,2019-09-22
341227,2019-11-15
341227,2019-11-22
341227,2019-11-24
341227,2019-11-29
341227,2019-12-06
341227,2019-12-13
341227,2020-02-09
341227,2020-02-23
389624,2012-03-26
389624,2012-03-26
389624,2012-03-26
389624,2012-03-26
389624,2012-03-26
389942,2012-03-27
389942,2012-03-27
389942,2012-03-27
389942,2012-03-27
389942,2012-03-27
389942,2012-03-27
389942,2012-03-27
389942,2012-11-07
389942,2012-11-18
389942,2012-11-20
389942,2012-11-26
389942,2012-12-01
389942,2013-02-04
389942,2013-02-11
389942,2013-02-17
389942,2013-03-11
389942,2013-07-25
389942,2013-07-29
389942,2013-08-26
389942,2013-08-28
389942,2013-09-01
389942,2013-10-04
389942,2013-10-28
389942,2013-10-31
389942,2013-11-23
389942,2014-02-21
389942,2014-03-03
389942,2014-03-24
389942,2014-04-21
389942,2014-05-05
389942,2014-05-26
389942,2014-06-02
389942,2014-06-09
389942,2014-06-21
389942,2014-06-23
389942,2014-07-05
389942,2014-07-07
389942,2014-07-22
389942,2014-07-28
389942,2014-08-31
389942,2014-09-08
389942,2014-09-19
389942,2014-09-22
389942,2014-11-03
389942,2014-11-17
389942,2014-11-25
389942,2015-03-16
389942,2015-03-25
389942,2015-03-27
389942,2015-08-10
389942,2015-08-10
389942,2015-08-17
389942,2017-08-13
389942,2018-04-22
389942,2018-05-06
389942,2018-07-26
389942,2018-08-12
389944,2012-04-26
389944,2012-04-30
389944,2012-06-06
389944,2012-06-11
389944,2012-06-16
389944,2012-07-11
389944,2012-07-26
389944,2012-08-13
389944,2012-09-01
389944,2012-09-02
389944,2012-09-18
389944,2012-09-22
389944,2012-09-23
389944,2012-09-30
389944,2012-10-02
389944,2012-10-21
389944,2012-10-29
389944,2012-11-07
389944,2012-11-18
389944,2012-11-25
389944,2012-11-26
389944,2012-11-29
389944,2013-02-16
389944,2013-03-02
389944,2013-03-07
389944,2013-03-14
389944,2013-03-23
389944,2013-03-28
389944,2013-04-14
389944,2013-05-27
389944,2013-06-27
389944,2013-07-01
389944,2013-07-08
389944,2013-07-22
389944,2013-07-26
389944,2013-08-03
389944,2013-08-11
389944,2013-09-30
389944,2013-10-05
389944,2013-10-09
389944,2013-10-14
389944,2013-10-26
389944,2013-11-09
389944,2013-11-29
389944,2013-12-07
389944,2013-12-17
389944,2014-01-20
389944,2014-02-05
389944,2014-02-11
389944,2014-02-17
389944,2014-02-23
389944,2014-02-28
389944,2014-03-07
389944,2014-03-11
389944,2014-03-18
389944,2014-04-08
389944,2014-04-18
389944,2014-04-24
389944,2014-05-03
389944,2014-05-05
389944,2014-06-20
389944,2014-06-22
389944,2014-06-23
389944,2014-06-27
389944,2014-07-14
389944,2014-08-27
389944,2014-09-07
389944,2014-09-25
389944,2014-10-03
389944,2014-10-11
389944,2014-10-20
389944,2015-05-25
389944,2015-06-01
389944,2015-06-15
389944,2016-03-24
389944,2017-07-09
389944,2017-08-20
389944,2017-09-02
389944,2017-09-25
389944,2017-09-30
389944,2017-11-26
389944,2018-01-25
389944,2018-01-28
389944,2018-02-27
389944,2018-03-01
389944,2018-03-19
389944,2018-04-20
389944,2018-04-29
389944,2018-05-08
389944,2018-05-27
389944,2018-06-01
389944,2018-06-03
389944,2018-07-11
389944,2018-07-22
389944,2018-07-26
389944,2018-08-10
389944,2018-08-11
389944,2018-08-12
389944,2018-08-29
389944,2018-08-30
389944,2019-02-21
389944,2019-06-02
389944,2019-07-07
389944,2019-08-05
389944,2020-02-22
390781,2012-03-26
390781,2012-03-26
390781,2012-06-19
390781,2012-06-25
390781,2012-07-29
390781,2012-10-02
390781,2013-01-19
390781,2013-02-03
390781,2013-05-04
390781,2013-06-15
390781,2014-03-01
390781,2014-04-08
390781,2014-04-11
390781,2014-08-09
390781,2014-09-30
390781,2016-10-28
390781,2016-11-28
390781,2017-03-11
390781,2017-04-30
390781,2017-12-15
390781,2018-04-09
390781,2018-06-15
390781,2018-09-14
390781,2018-09-28
390781,2018-10-05
390781,2018-10-13
390781,2018-11-10
390781,2019-09-28
390781,2019-10-20
390781,2019-11-01
390781,2019-11-27
390781,2020-02-27
392217,2013-09-21
392217,2014-03-03
392217,2015-08-02
392217,2016-08-20
392217,2017-03-30
392217,2017-07-17
392217,2017-08-31
392217,2017-09-11
392217,2018-01-19
392217,2018-02-24
392217,2018-03-23
392217,2018-06-24
392217,2018-10-31
392217,2018-12-01
392217,2019-04-30
392217,2019-07-07
392217,2019-09-09
392217,2020-01-31
392217,2020-02-26
399681,2012-07-17
399681,2012-09-29
399681,2012-10-12
399681,2012-11-24
399681,2013-04-30
399681,2013-06-09
399681,2013-06-17
399681,2013-06-25
399681,2013-07-23
399681,2013-07-25
399681,2013-08-02
399681,2013-08-06
399681,2013-08-12
399681,2013-09-06
399681,2013-09-22
399681,2014-01-04
399681,2014-03-13
399681,2014-04-04
399681,2014-05-05
399681,2014-05-09
399681,2014-06-02
399681,2014-06-24
399681,2014-06-27
399681,2014-07-19
399681,2014-07-31
399681,2014-08-26
399681,2014-09-14
399681,2014-11-20
399681,2015-01-21
399681,2015-02-22
399681,2015-04-12
399681,2015-05-04
399681,2015-05-25
399681,2015-06-01
399681,2015-09-21
399681,2015-09-22
399681,2015-09-24
399681,2015-09-28
399681,2015-10-12
399681,2015-10-18
399681,2015-10-28
399681,2015-11-22
399681,2016-01-17
399681,2016-02-25
399681,2016-05-07
399681,2016-06-06
399681,2016-07-03
399681,2016-07-10
399681,2016-08-12
399681,2017-03-09
399681,2018-08-19
399681,2018-09-26
399681,2018-10-10
399681,2019-08-16
407485,2012-04-30
407485,2012-05-08
407485,2012-05-21
407485,2012-05-28
407485,2012-06-04
407485,2012-06-18
407485,2012-07-01
407485,2012-07-02
407485,2012-07-24
407485,2012-07-30
407485,2012-08-20
407485,2012-08-23
407485,2012-08-28
407485,2012-09-08
407485,2012-09-11
407485,2012-09-17
407485,2012-09-24
407485,2012-10-08
407485,2012-10-13
407485,2012-10-29
407485,2012-12-03
407485,2012-12-11
407485,2013-01-15
407485,2013-02-18
407485,2013-02-26
407485,2013-02-27
407485,2013-04-25
407485,2013-05-09
407485,2013-05-14
407485,2013-06-18
407485,2013-06-24
407485,2013-06-27
407485,2013-07-08
407485,2013-07-13
407485,2013-07-14
407485,2013-07-17
407485,2013-07-21
407485,2013-07-27
407485,2013-07-31
407485,2013-09-23
407485,2013-10-08
407485,2013-10-14
407485,2013-10-21
407485,2013-10-24
407485,2013-10-28
407485,2013-11-05
407485,2013-11-18
407485,2013-11-25
407485,2013-12-09
407485,2013-12-17
407485,2014-01-03
407485,2014-01-05
407485,2014-01-08
407485,2014-01-30
407485,2014-02-03
407485,2014-03-01
407485,2014-03-03
407485,2014-03-10
407485,2014-03-22
407485,2014-03-24
407485,2014-03-28
407485,2014-04-02
407485,2014-04-07
407485,2014-04-11
407485,2014-04-14
407485,2014-04-21
407485,2014-05-12
407485,2014-05-27
407485,2014-06-02
407485,2014-06-18
407485,2014-11-09
407485,2014-11-18
407485,2014-11-23
407485,2014-11-30
407485,2014-12-07
407485,2015-01-23
407485,2015-01-25
407485,2015-02-28
407485,2015-03-27
407485,2015-04-05
407485,2015-04-07
407485,2015-04-09
407485,2015-04-12
407485,2015-04-21
407485,2015-04-26
407485,2015-05-02
407485,2015-05-04
407485,2015-05-10
407485,2015-05-17
407485,2015-05-25
407485,2015-06-17
407485,2015-06-30
407485,2015-07-05
407485,2015-07-09
407485,2015-07-12
407485,2015-07-26
407485,2015-09-06
407485,2015-09-13
407485,2015-09-19
407485,2015-10-13
407485,2015-10-16
407485,2015-10-18
407485,2015-10-25
407485,2015-10-28
407485,2015-11-02
407485,2015-11-08
407485,2015-11-11
407485,2015-11-15
407485,2015-11-27
407485,2015-11-29
407485,2015-12-04
407485,2015-12-13
407485,2015-12-30
407485,2016-01-02
407485,2016-01-24
407485,2016-02-14
407485,2016-02-28
407485,2016-03-04
407485,2016-03-06
407485,2016-04-05
407485,2016-04-07
407485,2016-04-17
407485,2016-04-24
407485,2016-05-01
407485,2016-05-08
407485,2016-05-29
407485,2016-06-08
407485,2016-08-03
407485,2016-08-15
407485,2016-08-22
407485,2016-08-27
407485,2016-08-29
407485,2016-09-05
407485,2016-09-11
407485,2016-09-24
407485,2016-09-26
407485,2016-10-07
407485,2016-10-09
407485,2016-10-14
407485,2016-10-17
407485,2016-10-21
407485,2016-10-30
407485,2016-11-04
407485,2016-11-06
407485,2016-11-13
407485,2016-11-18
407485,2016-11-20
407485,2016-11-25
407485,2016-11-27
407485,2016-12-02
407485,2016-12-04
407485,2016-12-09
407485,2016-12-11
407485,2016-12-19
407485,2016-12-28
407485,2017-01-02
407485,2017-02-05
407485,2017-02-12
407485,2017-02-19
407485,2017-03-09
407485,2017-03-12
407485,2017-03-20
407485,2017-04-02
407485,2017-04-13
407485,2017-04-16
407485,2017-04-20
407485,2017-04-30
407485,2017-05-08
407485,2017-05-29
407485,2017-05-31
407485,2017-06-11
407485,2017-06-26
407485,2017-07-02
407485,2017-08-06
407485,2017-08-15
407485,2017-08-18
407485,2017-08-20
407485,2017-08-28
407485,2017-09-13
407485,2017-09-16
407485,2017-09-18
407485,2017-09-21
407485,2017-09-29
407485,2017-11-05
407485,2017-11-19
407485,2017-11-26
407485,2017-12-03
407485,2018-02-11
407485,2018-02-17
407485,2018-02-25
407485,2018-03-09
407485,2018-03-11
407485,2018-03-25
407485,2018-03-29
407485,2018-04-01
407485,2018-04-15
407485,2018-04-22
407485,2018-04-29
407485,2018-06-22
407485,2018-07-05
407485,2018-07-29
407485,2018-09-01
407485,2018-09-09
407485,2018-09-11
407485,2018-09-20
407485,2018-09-24
407485,2018-09-28
407485,2018-10-07
407485,2018-10-10
407485,2018-10-14
407485,2018-10-16
407485,2018-10-21
407485,2018-10-26
407485,2018-10-28
407485,2018-11-06
407485,2018-11-18
407485,2018-12-07
407485,2018-12-09
407485,2018-12-30
407485,2019-01-01
407485,2019-01-24
407485,2019-02-12
407485,2019-02-18
407485,2019-02-24
407485,2019-03-03
407485,2019-03-24
407485,2019-03-31
407485,2019-04-08
407485,2019-04-14
407485,2019-05-06
407485,2019-05-12
407485,2019-05-27
407485,2019-06-02
407485,2019-06-09
407485,2019-06-14
407485,2019-07-02
407485,2019-07-09
407485,2019-07-11
407485,2019-07-19
407485,2019-07-21
407485,2019-08-10
407485,2019-08-19
407485,2019-08-26
407485,2019-10-02
407485,2019-10-13
407485,2019-10-27
407485,2019-11-10
407485,2020-01-12
407485,2020-02-09
407485,2020-02-21
407485,2020-02-23
407485,2020-03-01
407485,2020-03-08
421205,2012-07-23
421205,2012-11-07
421205,2013-02-26
421205,2013-04-07
421205,2013-09-09
421205,2014-01-02
421205,2014-01-19
421205,2014-01-24
421205,2014-03-27
421205,2014-05-25
421205,2014-05-27
421205,2014-09-01
421205,2014-11-02
421205,2014-12-02
421205,2015-02-18
421205,2015-02-21
421205,2015-03-07
421205,2015-03-09
421205,2015-03-21
421205,2015-03-23
421205,2015-04-01
421205,2015-06-08
421205,2015-07-10
421205,2015-07-13
421205,2015-08-05
421205,2015-08-09
421205,2015-08-10
421205,2015-09-12
421205,2015-10-11
421205,2015-10-17
421205,2015-10-18
421205,2015-10-20
421205,2015-11-13
421205,2015-11-16
421205,2015-12-03
421205,2015-12-10
421205,2015-12-24
421205,2016-02-29
421205,2016-05-01
421205,2017-01-01
421205,2017-02-28
421205,2017-03-16
421205,2017-03-19
421205,2017-04-08
421205,2017-04-13
421205,2017-04-17
421205,2017-04-27
421205,2017-05-06
421205,2017-05-19
421205,2017-05-22
421205,2017-06-06
421205,2017-06-22
421205,2017-07-04
421205,2017-07-16
421205,2017-09-14
421205,2017-09-30
421205,2017-10-08
421205,2017-11-11
421205,2017-11-24
421205,2017-11-29
421205,2017-12-09
421205,2017-12-19
421205,2017-12-24
421205,2018-01-01
421205,2018-01-14
421205,2018-02-13
421205,2018-02-24
421205,2018-02-28
421205,2018-03-17
421205,2018-03-19
421205,2018-03-23
421205,2018-04-01
421205,2018-04-05
421205,2018-04-09
421205,2018-04-20
421205,2018-05-01
421205,2018-05-06
421205,2018-05-21
421205,2018-05-29
421205,2018-06-01
421205,2018-06-03
421205,2018-06-10
421205,2018-06-28
421205,2018-07-01
421205,2018-07-08
421205,2018-08-19
421205,2018-09-20
421205,2018-09-25
421205,2018-09-30
421205,2018-10-11
421205,2018-10-14
421205,2018-10-19
421205,2018-10-23
421205,2018-10-30
421205,2018-11-04
421205,2018-11-09
421205,2018-11-11
421205,2018-11-18
421205,2018-11-24
421205,2018-12-06
421205,2019-01-01
421205,2019-01-06
421205,2019-01-18
421205,2019-02-01
421205,2019-02-13
421205,2019-02-17
421205,2019-02-24
421205,2019-02-27
421205,2019-03-04
421205,2019-03-24
421205,2019-03-30
421205,2019-04-08
421205,2019-04-15
421205,2019-04-25
421205,2019-05-05
421205,2019-05-12
421205,2019-05-16
421205,2019-05-22
421205,2019-05-26
421205,2019-05-31
421205,2019-06-06
421205,2019-06-11
421205,2019-06-21
421205,2019-07-05
421205,2019-07-27
421205,2019-07-28
421205,2019-08-01
421205,2019-08-04
421205,2019-08-22
421205,2019-09-04
421205,2019-09-10
421205,2019-09-14
421205,2019-09-28
421205,2019-10-09
421205,2019-11-01
421205,2019-11-22
421205,2019-12-12
421205,2019-12-22
421205,2019-12-31
421205,2020-01-07
421205,2020-01-11
421205,2020-01-26
421205,2020-02-01
421205,2020-02-18
421205,2020-02-23
421205,2020-03-13
421205,2020-03-15
422956,2012-04-30
422956,2012-05-14
422956,2012-05-28
422956,2012-06-04
422956,2012-06-12
422956,2012-06-23
422956,2012-06-25
422956,2012-07-02
422956,2012-07-13
422956,2012-07-16
422956,2012-07-21
422956,2012-07-23
422956,2012-07-30
422956,2012-08-01
422956,2012-08-06
422956,2012-08-10
422956,2012-08-20
422956,2012-08-27
422956,2012-09-03
422956,2012-09-04
422956,2012-09-10
422956,2012-09-17
422956,2012-09-22
422956,2012-10-19
422956,2012-10-22
422956,2012-11-07
422956,2012-12-11
422956,2012-12-21
422956,2012-12-24
422956,2012-12-28
422956,2013-01-02
422956,2013-01-18
422956,2013-01-21
422956,2013-02-04
422956,2013-02-11
422956,2013-02-18
422956,2013-02-22
422956,2013-02-26
422956,2013-02-26
422956,2013-02-27
422956,2013-03-05
422956,2013-03-11
422956,2013-03-25
422956,2013-04-23
422956,2013-05-13
422956,2013-06-10
422956,2013-06-29
422956,2013-07-15
422956,2013-07-20
422956,2013-07-26
422956,2013-08-05
422956,2013-08-10
422956,2013-08-12
422956,2013-08-17
422956,2013-08-20
422956,2013-08-28
422956,2013-09-09
422956,2013-09-16
422956,2013-09-28
422956,2013-10-05
422956,2013-10-08
422956,2013-10-14
422956,2013-10-17
422956,2013-10-22
422956,2013-11-19
422956,2013-12-16
422956,2013-12-28
422956,2014-01-05
422956,2014-01-21
422956,2014-02-03
422956,2014-02-10
422956,2014-02-17
422956,2014-02-24
422956,2014-04-01
422956,2014-04-05
422956,2014-04-07
422956,2014-04-14
422956,2014-04-17
422956,2014-04-21
422956,2014-04-28
422956,2014-05-05
422956,2014-05-12
422956,2014-05-26
422956,2014-07-18
422956,2014-07-21
422956,2014-07-24
422956,2014-07-28
422956,2014-08-11
422956,2014-08-15
422956,2014-08-22
422956,2014-08-26
422956,2014-09-15
422956,2014-09-19
422956,2014-09-25
422956,2014-10-26
422956,2014-11-09
422956,2014-11-16
422956,2014-11-23
422956,2014-12-12
422956,2014-12-14
422956,2015-01-13
422956,2015-02-01
422956,2015-02-08
422956,2015-02-17
422956,2015-02-22
422956,2015-03-14
422956,2015-03-20
422956,2015-03-22
422956,2015-04-09
422956,2015-04-19
422956,2015-04-26
422956,2015-05-04
422956,2015-05-10
422956,2015-06-10
422956,2015-06-12
422956,2015-06-14
422956,2015-06-18
422956,2015-06-21
422956,2015-07-09
422956,2015-07-12
422956,2015-07-15
422956,2015-07-19
422956,2015-07-22
422956,2015-07-24
422956,2015-08-02
422956,2015-08-10
422956,2015-08-12
422956,2015-08-17
422956,2015-08-21
422956,2015-08-23
422956,2015-08-31
422956,2015-09-06
422956,2015-10-04
422956,2015-10-12
422956,2015-10-18
422956,2015-10-24
422956,2015-11-01
422956,2015-11-08
422956,2015-11-17
422956,2015-11-22
422956,2015-11-29
422956,2015-12-06
422956,2015-12-12
422956,2015-12-16
422956,2015-12-20
422956,2015-12-27
422956,2016-01-08
422956,2016-01-10
422956,2016-01-24
422956,2016-02-08
422956,2016-02-15
422956,2016-03-03
422956,2016-03-08
422956,2016-03-18
422956,2016-03-20
422956,2016-04-19
422956,2016-05-20
